timestamp,rssi,local_name,service_uuids,service_data,manufacturer_data,tx_power,solicited_service_uuids,appearance
2025-11-02T04:58:20.188286,-42,Gotobake,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{},,,
2025-11-02T04:58:20.190058,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:20.242313,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:20.243308,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:20.791237,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:20.792513,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:21.392900,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:21.442163,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:21.443406,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:22.004749,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:22.005876,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:23.204161,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:23.204509,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:23.487967,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:23.489063,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:24.094581,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:24.095900,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:24.421516,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:24.423655,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:24.740481,-50,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:24.741554,-50,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.303534,-57,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.304815,-56,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.584277,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.585831,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.640815,-51,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.642055,-51,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.910911,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:25.913097,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:26.183713,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:26.185174,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:26.244500,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:26.245846,-47,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:26.501219,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:26.502621,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:27.119135,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:27.120680,-46,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:27.401166,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:27.402466,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:27.722362,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:27.723429,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:28.001976,-53,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:28.003332,-53,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:28.595100,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:28.596471,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.161467,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.162769,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.431243,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.432627,-43,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.483446,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.484767,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.763182,-49,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:29.764566,-49,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:30.355396,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:30.355862,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:31.839142,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:31.840252,-42,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:32.735048,-45,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:32.736270,-44,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:32.789565,-49,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
2025-11-02T04:58:32.790867,-49,Gotobake_DDBB,['0000fff0-0000-1000-8000-00805f9b34fb'],{},{49904: '4455ddbb'},,,
